spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
buildings,structured environment,feel secure,positive,201312_114.3081115_22.7803939.png,confidence in safety
road,moderate coherence,navigate clearly,neutral,201312_114.30909598501461_22.730988309983697.png,navigate smoothly
landscape,somewhat organized,engage with surroundings,neutral,201312_114.30909598501461_22.730988309983697.png,engagement with surroundings
fields,haphazard arrangement,avoid confusion,negative,201312_114.30909598501461_22.730988309983697.png,easy comprehension
buildings,functional space,utilize for activities,neutral,201312_114.30909598501461_22.730988309983697.png,utilizing urban space effectively
buildings,lack of order,avoidance of the area,negative,201312_114.31085900000001_22.689298199999996.png,feeling discontent
terrain,disturbed environment,hesitation to engage,negative,201312_114.31085900000001_22.689298199999996.png,hesitation to walk
elements,disparate appearance,disinterest in interaction,negative,201312_114.31085900000001_22.689298199999996.png,aversion to the environment
highway,sense of order,understanding connections,positive,201312_114.30829269569529_22.736351932211612.png,understanding of layout
lanes,predictable flow,navigating easily,positive,201312_114.30829269569529_22.736351932211612.png,follow clear paths
guardrails,safety assurance,driving confidently,positive,201312_114.30829269569529_22.736351932211612.png,confidence in driving
trees,natural beauty,enjoying scenery,positive,201312_114.30829269569529_22.736351932211612.png,appreciation of environment
hills,visual interest,exploring surroundings,positive,201312_114.30829269569529_22.736351932211612.png,exploring spaces
buildings,lack of coherence,difficulty navigating,negative,201312_114.3102506058095_22.683110612437336.png,lack of coherent organization
vegetation,disorganized environment,confusion in movement,negative,201312_114.3102506058095_22.683110612437336.png,confusion in movement
construction,sense of chaos,hesitation to explore,negative,201312_114.3102506058095_22.683110612437336.png,hesitation to proceed
streetlights,degree of order,navigate effectively,positive,201312_114.3115919864939_22.782113155236605.png,predictable navigation
buildings,functional arrangement,utilize space,neutral,201312_114.3115919864939_22.782113155236605.png,exploring the neighborhood
greenery,lack of organization,seek restorative environments,negative,201312_114.3115919864939_22.782113155236605.png,relax outdoors
roads,sense of structure,navigate effectively,positive,201312_114.31306709138376_22.68430250803886.png,predictable navigation
sidewalks,sense of order,walk safely,positive,201312_114.31306709138376_22.68430250803886.png,crossing roads safely
buildings,understandable organization,explore the area,positive,201312_114.31306709138376_22.68430250803886.png,exploring spaces
traffic signs,clarity in navigation,follow directions,positive,201312_114.31306709138376_22.68430250803886.png,obey traffic rules
highway,clear order and organization,navigate efficiently,positive,201312_114.31406450584258_22.754072290303167.png,facilitating navigation
lanes,structured design,follow traffic rules,positive,201312_114.31406450584258_22.754072290303167.png,obey traffic rules
barriers,sense of safety,drive confidently,positive,201312_114.31406450584258_22.754072290303167.png,confident driving
streetlights,predictability,reduce accidents,positive,201312_114.31406450584258_22.754072290303167.png,avoidance of construction zones
natural elements,integrated environment,appreciate surroundings,positive,201312_114.31406450584258_22.754072290303167.png,appreciate the view
trees,sense of predictability,ease of understanding,positive,201312_114.3141215_22.79020119999999.png,understanding structure
buildings,sense of predictability,ease of understanding,positive,201312_114.3141215_22.79020119999999.png,understanding structure
road,sense of predictability,ease of understanding,positive,201312_114.3141215_22.79020119999999.png,understanding structure
traffic lights,sense of predictability,ease of understanding,positive,201312_114.3141215_22.79020119999999.png,understanding structure
street,somewhat organized,navigate effectively,positive,201312_114.3155155_22.763827.png,predictable navigation
construction,lack of complete order,avoid areas,negative,201312_114.3155155_22.763827.png,withdrawal from space
buildings,sense of place,engage with surroundings,positive,201312_114.3155155_22.763827.png,engagement with surroundings
urban clutter,disorder,feel overwhelmed,negative,201312_114.3155155_22.763827.png,discomfort in movement
development,mixed completion,explore potential,neutral,201312_114.3155155_22.763827.png,exploring spaces
street,visual disorder,lack of engagement,negative,201312_114.3182645830684_22.724908281132695.png,disinterest in interaction
buildings,basic understanding,navigation,neutral,201312_114.3182645830684_22.724908281132695.png,logical navigation
layout,lack of order,confusion,negative,201312_114.3182645830684_22.724908281132695.png,confusion in usage
highway,disjointed visual,lack of engagement,negative,201312_114.31522844727854_22.755518967676593.png,disinterest in interaction
landscape,lack of coherence,distraction,negative,201312_114.31522844727854_22.755518967676593.png,distraction from surroundings
trees,weak organization,indifference,negative,201312_114.31522844727854_22.755518967676593.png,remain detached
hills,confusion,avoidance,negative,201312_114.31522844727854_22.755518967676593.png,hesitation to use space
road,sense of order,navigate effectively,positive,201312_114.31612025816067_22.78552685983303.png,predictable navigation
buildings,clear organization,feel secure,positive,201312_114.31612025816067_22.78552685983303.png,confidence in safety
streetlights,enhanced visibility,move confidently at night,positive,201312_114.31612025816067_22.78552685983303.png,encourage outdoor activities
median,aesthetic appeal,enjoy the environment,positive,201312_114.31612025816067_22.78552685983303.png,investigate natural environments
road,sense of order,easy navigation,positive,201312_114.31805096058591_22.78701133861716.png,navigate with ease
buildings,sense of coherence,comprehending space,positive,201312_114.31805096058591_22.78701133861716.png,comprehend spatial dynamics
streetlights,enhanced visibility,increased safety,positive,201312_114.31805096058591_22.78701133861716.png,increase safety
traffic signs,clarity of direction,following rules,positive,201312_114.31805096058591_22.78701133861716.png,desire for coherence
lane markings,structured flow,maintaining order,positive,201312_114.31805096058591_22.78701133861716.png,following rules
buildings,structured environment,navigate easily,positive,201312_114.31831256057494_22.766440655872437.png,navigate with ease
pathways,logical arrangement,explore campus,positive,201312_114.31831256057494_22.766440655872437.png,exploring spaces
greenery,pleasant atmosphere,relax outdoors,positive,201312_114.31831256057494_22.766440655872437.png,seek relaxation
streets,clear navigation,move confidently,positive,201312_114.31831256057494_22.766440655872437.png,confident walking
street,somewhat organized,navigate effectively,positive,201312_114.3184209_22.690870499999996.png,predictable navigation
greenery,planned order,enjoy nature,positive,201312_114.3184209_22.690870499999996.png,partake in outdoor recreation
construction,less cohesive,avoid area,negative,201312_114.3184209_22.690870499999996.png,hesitation to use space
buildings,degree of order,feel secure,positive,201312_114.3184209_22.690870499999996.png,confidence in safety
vegetation,transitional space,explore surroundings,neutral,201312_114.3184209_22.690870499999996.png,exploring surroundings
trees,moderate sense of coherence,feel organized,positive,201312_114.3197591_22.688869199999992.png,comprehension of layout
road,planned environment,navigate easily,positive,201312_114.3197591_22.688869199999992.png,navigate with ease
sidewalks,sense of order,encourage walking,positive,201312_114.3197591_22.688869199999992.png,promote pedestrian movement
fences,defined boundaries,promote safety,positive,201312_114.3197591_22.688869199999992.png,feel safe crossing
traffic markings,clarity in movement,enhance driving behavior,positive,201312_114.3197591_22.688869199999992.png,improved driving experience
highway,structured environment,navigate effectively,positive,201312_114.3210375_22.764714699999995.png,predictable navigation
greenery,moderate sense of order,appreciate surroundings,negative,201312_114.3210375_22.764714699999995.png,appreciate the view
streetscape,degree of order,navigate effectively,positive,201312_114.32047496065323_22.79014665066662.png,predictable navigation
buildings,sense of uniformity,feel secure,positive,201312_114.32047496065323_22.79014665066662.png,confidence in safety
utility poles,visual clutter,distracted attention,negative,201312_114.32047496065323_22.79014665066662.png,reduced focus
road,slightly irregular layout,hesitate in navigation,negative,201312_114.32047496065323_22.79014665066662.png,feeling disoriented
roads,sense of order,navigate effectively,positive,201312_114.32338790973945_22.666212701049062.png,predictable navigation
buildings,organized environment,engage with space,positive,201312_114.32338790973945_22.666212701049062.png,recognize surroundings
construction,anticipation of completion,plan future use,neutral,201312_114.32338790973945_22.666212701049062.png,planning travel routes
natural,enhanced tranquility,explore surroundings,positive,201312_114.32338790973945_22.666212701049062.png,exploring surroundings
road,degree of order,navigate efficiently,positive,201312_114.3255492_22.6750059.png,facilitating navigation
greenery,somewhat organized,enjoy nature,neutral,201312_114.3255492_22.6750059.png,partake in outdoor recreation
structures,functional impression,utilize spaces,negative,201312_114.3255492_22.6750059.png,daily life activities
traffic,easy to perceive,follow traffic rules,positive,201312_114.3255492_22.6750059.png,obey traffic rules
elements,somewhat disjointed,feel disconnected,negative,201312_114.3255492_22.6750059.png,heightened unpredictability
highway,clear and predictable order,ease of navigation,positive,201312_114.32671199869294_22.792176681474434.png,confidence in navigation
road,sense of organization,improved driving experience,positive,201312_114.32671199869294_22.792176681474434.png,predictable driving
trees,enhanced visual structure,increased comfort,positive,201312_114.32671199869294_22.792176681474434.png,experience comfort
traffic signs,clarity of information,better decision-making,positive,201312_114.32671199869294_22.792176681474434.png,follow safety protocols
streetscape,clear organizational structure,navigate effectively,positive,201312_114.3236299_22.6808436.png,predictable navigation
roads,sense of order,move confidently,positive,201312_114.3236299_22.6808436.png,confident walking
construction,visual complexity,hesitate or avoid,negative,201312_114.3236299_22.6808436.png,hesitation in movement
infrastructure,disordered appearance,feel uncertain,negative,201312_114.3236299_22.6808436.png,reduced comfort
traffic signs,ordered system,follow rules,positive,201312_114.3236299_22.6808436.png,compliance with regulations
buildings,visual dissonance,avoidance of the area,negative,201312_114.3253160812913_22.666449648426.png,feeling discontent
vegetation,lack of clarity,hesitation to explore,negative,201312_114.3253160812913_22.666449648426.png,hesitation to proceed
roads,somewhat organized,navigation through space,positive,201312_114.3253160812913_22.666449648426.png,navigate efficiently
pathways,lack of defined pathways,reduced exploration,negative,201312_114.3253160812913_22.666449648426.png,reduced confusion
streetscape,sense of order,understanding layout,positive,201312_114.3267391_22.701104000000004.png,clear understanding of layout
lanes,feeling of coherence,navigating space,positive,201312_114.3267391_22.701104000000004.png,ease in understanding
buildings,organized structure,recognizing function,positive,201312_114.3267391_22.701104000000004.png,comprehend spatial dynamics
traffic,discernible flow,moving efficiently,positive,201312_114.3267391_22.701104000000004.png,easier navigation
landscapes,chaotic arrangement,avoidance of the area,negative,201312_114.3289824_22.6672359.png,feeling discontent
infrastructure,lack of order,disorientation,negative,201312_114.3289824_22.6672359.png,disorientation
roads,confusion,hesitation to navigate,negative,201312_114.3289824_22.6672359.png,hesitation to linger
paths,disorganization,reluctance to explore,negative,201312_114.3289824_22.6672359.png,limitation of exploration
power lines,visual clutter,aversion to the environment,negative,201312_114.3289824_22.6672359.png,disengagement from environment
road,clear organization,navigating safely,positive,201312_114.327853_22.801035.png,crossing streets safely
barriers,sense of security,staying within boundaries,positive,201312_114.327853_22.801035.png,limited movement
elements,slight disjunction,hesitation to engage,negative,201312_114.327853_22.801035.png,hesitation to walk
construction,lack of seamless integration,avoiding certain areas,negative,201312_114.327853_22.801035.png,avoid the area
roads,organized layout,navigate easily,positive,201312_114.3357108_22.7068871.png,navigate with ease
buildings,disjointed visual impression,difficulty in orientation,negative,201312_114.3357108_22.7068871.png,lack of coherent organization
construction,disruption of coherence,hesitation to explore,negative,201312_114.3357108_22.7068871.png,hesitation to proceed
greenery,moderate ease of perception,encouragement to relax,neutral,201312_114.3357108_22.7068871.png,encourage relaxation
street,degree of order,navigate effectively,positive,201312_114.34066892262155_22.688445482442333.png,predictable navigation
buildings,somewhat predictable manner,feel comfortable,positive,201312_114.34066892262155_22.688445482442333.png,feel comfortable
density,feeling of complete coherence,experience discomfort,negative,201312_114.34066892262155_22.688445482442333.png,experience discomfort
roads,sense of order,navigate effectively,positive,201312_114.33773830000001_22.598599399999998.png,predictable navigation
sidewalks,sense of order,walk comfortably,positive,201312_114.33773830000001_22.598599399999998.png,facilitated walking
trees,calming effect,enjoy nature,positive,201312_114.33773830000001_22.598599399999998.png,partake in outdoor recreation
signals,sense of safety,cross streets confidently,positive,201312_114.33773830000001_22.598599399999998.png,confidence in movement
markings,sense of order,follow traffic rules,positive,201312_114.33773830000001_22.598599399999998.png,obey traffic rules
intersection,confusion,hesitate to cross,negative,201312_114.33773830000001_22.598599399999998.png,increased safety
terrain,disorder,avoid certain areas,negative,201312_114.33773830000001_22.598599399999998.png,withdraw from interaction
elements,mixed feelings,explore surroundings,neutral,201312_114.33773830000001_22.598599399999998.png,exploring surroundings
roads,sense of organization,navigate effectively,positive,201312_114.3442393_22.704083.png,predictable navigation
signals,sense of order,follow traffic rules,positive,201312_114.3442393_22.704083.png,obey traffic rules
buildings,visual clutter,avoid distractions,negative,201312_114.3442393_22.704083.png,avoid distractions
construction,disruption of flow,navigate around obstacles,negative,201312_114.3442393_22.704083.png,facilitate navigation
power lines,visual clutter,seek clarity,negative,201312_114.3442393_22.704083.png,seek clarity
roads,sense of order,navigate efficiently,positive,201312_114.3488355_22.7166059.png,facilitating navigation
landscaping,aesthetic appeal,enjoy surroundings,positive,201312_114.3488355_22.7166059.png,attraction to nature
streetlights,safety and security,move confidently at night,positive,201312_114.3488355_22.7166059.png,encourage outdoor activities
signs,clarity and guidance,follow directions,positive,201312_114.3488355_22.7166059.png,obey traffic rules
lane,sense of order,navigate confidently,positive,201312_114.3589352_22.74361039999999.png,confident driving
road,predictability,drive safely,positive,201312_114.3589352_22.74361039999999.png,drive safely
building,easily comprehensible,engage with surroundings,positive,201312_114.3589352_22.74361039999999.png,engagement with surroundings
barrier,sense of security,feel protected,positive,201312_114.3589352_22.74361039999999.png,enhances security
street,sense of order,encourages walking,positive,201312_114.34766130644998_22.7063972838596.png,encourages walking
sidewalks,sense of safety,promotes usage,positive,201312_114.34766130644998_22.7063972838596.png,assist urban design
trees,aesthetic appeal,invites relaxation,positive,201312_114.34766130644998_22.7063972838596.png,relax and unwind
buildings,integrated environment,supports community interaction,positive,201312_114.34766130644998_22.7063972838596.png,supports community interaction
fences,defined boundaries,provides security,positive,201312_114.34766130644998_22.7063972838596.png,feel oriented
terrain,slight discomfort,may deter movement,negative,201312_114.34766130644998_22.7063972838596.png,seeking balance
elements,lack of harmony,causes distraction,negative,201312_114.34766130644998_22.7063972838596.png,avoid distraction
buildings,sense of order,navigate easily,positive,201312_114.3564416_22.612451399999998.png,navigate with ease
sidewalks,visual continuity,promote walking,positive,201312_114.3564416_22.612451399999998.png,encourage relaxation
greenery,moderate to high coherence,enhance relaxation,positive,201312_114.3564416_22.612451399999998.png,relax and unwind
pathways,organized space,encourage exploration,positive,201312_114.3564416_22.612451399999998.png,facilitate navigation
street,moderate coherence,navigate effectively,positive,201312_114.3630441_22.746719300000002.png,predictable navigation
buildings,functional structure,engage with environment,positive,201312_114.3630441_22.746719300000002.png,engage with space
highway,structured experience,navigate effectively,positive,201312_114.3597196_22.747154499999997.png,predictable navigation
landscape,disjointed experience,avoid exploration,negative,201312_114.3597196_22.747154499999997.png,reduced exploration
vegetation,confusion,hesitate to engage,negative,201312_114.3597196_22.747154499999997.png,hesitation in movement
buildings,sense of order,increased navigation ease,positive,201312_114.36931788822233_22.690775032098227.png,ease of understanding
greenery,enhanced predictability,promotes relaxation,positive,201312_114.36931788822233_22.690775032098227.png,promote tranquility
lanes,clear organization,encourages movement,positive,201312_114.36931788822233_22.690775032098227.png,assist urban design
roads,clear order,navigate easily,positive,201312_114.3739421_22.708664299999995.png,navigate with ease
sidewalks,functional layout,walk comfortably,positive,201312_114.3739421_22.708664299999995.png,facilitated walking
greenery,organized environment,enjoy nature,positive,201312_114.3739421_22.708664299999995.png,partake in outdoor recreation
traffic,controlled movement,follow traffic rules,positive,201312_114.3739421_22.708664299999995.png,obey traffic rules
road,sense of order,navigate safely,positive,201312_114.36616_22.6108985.png,cross the street safely
scenery,wildness,explore nature,neutral,201312_114.36616_22.6108985.png,investigate natural environments
guardrails,sense of security,drive confidently,positive,201312_114.36616_22.6108985.png,confident driving
lanes,sense of order,navigate easily,positive,201312_114.37249116294527_22.720139972827667.png,navigate with ease
markings,predictability,follow directions,positive,201312_114.37249116294527_22.720139972827667.png,obey traffic rules
greenery,calmness,enjoy the environment,positive,201312_114.37249116294527_22.720139972827667.png,investigate natural environments
barriers,organization,feel secure,positive,201312_114.37249116294527_22.720139972827667.png,confidence in safety
trees,aesthetic appeal,appreciate nature,positive,201312_114.37249116294527_22.720139972827667.png,appreciate beauty
highway,clear order,easier navigation,positive,201312_114.38311694003148_22.759337400803414.png,facilitated travel
lanes,structured environment,improved comprehension,positive,201312_114.38311694003148_22.759337400803414.png,enhance perception of space
guardrails,sense of safety,increased confidence,positive,201312_114.38311694003148_22.759337400803414.png,confidence in safety
vegetation,organized nature,enhanced appreciation,positive,201312_114.38311694003148_22.759337400803414.png,enjoy the surroundings
highway,sense of order,navigating efficiently,positive,201312_114.38751719988959_22.614756043802693.png,easier navigation
bridge,logical layout,crossing safely,positive,201312_114.38751719988959_22.614756043802693.png,crossing safely
landscape,understandable environment,enjoying nature,positive,201312_114.38751719988959_22.614756043802693.png,relaxing and enjoying nature
environment,sense of coherence,navigating effectively,positive,201312_114.3839314_22.616090400000004.png,easier navigation
signage,structured space,following directions,positive,201312_114.3839314_22.616090400000004.png,logical navigation
barriers,sense of safety,engaging with the space,positive,201312_114.3839314_22.616090400000004.png,engagement with the environment
buildings,integrated scenery,appreciating aesthetics,positive,201312_114.3839314_22.616090400000004.png,question aesthetics
paths,organized layout,walking comfortably,positive,201312_114.3839314_22.616090400000004.png,walk safely
buildings,lack of order,avoidance of the area,negative,201312_114.3844879049078_22.694927737925436.png,feeling discontent
infrastructure,disorganization,disengagement from surroundings,negative,201312_114.3844879049078_22.694927737925436.png,disinterest in interaction
road,perception of order,ease of navigation,positive,201312_114.3907674_22.715154400000003.png,confidence in navigation
trees,sense of organization,encouragement to walk,positive,201312_114.3907674_22.715154400000003.png,desire to explore
buildings,feeling of modernity,attraction to the area,positive,201312_114.3907674_22.715154400000003.png,value varied architectural styles
crossings,awareness of safety,increased pedestrian traffic,positive,201312_114.3907674_22.715154400000003.png,encourage pedestrian use
street,sense of order,navigate efficiently,positive,201312_114.38093593859112_22.72336363860997.png,facilitating navigation
sidewalks,sense of organization,walk comfortably,positive,201312_114.38093593859112_22.72336363860997.png,facilitated walking
buildings,structured environment,engage with surroundings,positive,201312_114.38093593859112_22.72336363860997.png,engagement with surroundings
barriers,enhanced safety,cross streets cautiously,positive,201312_114.38093593859112_22.72336363860997.png,crossing streets safely
streetlights,increased visibility,move confidently at night,positive,201312_114.38093593859112_22.72336363860997.png,encourage outdoor activities
trees,aesthetic appeal,enjoy nature,positive,201312_114.38093593859112_22.72336363860997.png,partake in outdoor recreation
bushes,natural integration,explore the area,positive,201312_114.38093593859112_22.72336363860997.png,exploring spaces
road,clear organization,navigate effectively,positive,201312_114.39662752429521_22.66077937955246.png,predictable navigation
buildings,predictable environment,feel secure,positive,201312_114.39662752429521_22.66077937955246.png,confidence in safety
guardrails,distinct separation,maintain distance from nature,positive,201312_114.39662752429521_22.66077937955246.png,detour
highway,understandable layout,drive confidently,positive,201312_114.39662752429521_22.66077937955246.png,confident driving
street,disorganized appearance,avoidance of the area,negative,201312_114.3980056_22.695391199999996.png,feeling discontent
buildings,lack of order,disinterest in exploration,negative,201312_114.3980056_22.695391199999996.png,indifference to surroundings
infrastructure,worn condition,hesitation to use,negative,201312_114.3980056_22.695391199999996.png,increase caution
signs,visual clutter,confusion in navigation,negative,201312_114.3980056_22.695391199999996.png,difficulty in navigating
styles,lack of coherence,reduced engagement,negative,201312_114.3980056_22.695391199999996.png,reduced comfort
sidewalks,sense of organization,navigate effectively,positive,201312_114.3908848_22.7107337.png,predictable navigation
streetlights,sense of safety,encourage evening activities,positive,201312_114.3908848_22.7107337.png,encourage outdoor activities
landscaping,aesthetic appeal,promote relaxation,positive,201312_114.3908848_22.7107337.png,invites relaxation
buildings,orderliness,facilitate social interactions,positive,201312_114.3908848_22.7107337.png,engagement with the environment
road,structured and organized environment,ease of navigation,positive,201312_114.3940449_22.663478299999994.png,confidence in navigation
trees,degree of order,understanding physical layout,positive,201312_114.3940449_22.663478299999994.png,comprehending space
landscape,appropriate placement,sense of harmony,positive,201312_114.3940449_22.663478299999994.png,enhanced appreciation
sidewalks,somewhat organized,navigate space,positive,201312_114.3994517_22.718462399999993.png,navigate through space
construction,disjointed impression,avoid areas,negative,201312_114.3994517_22.718462399999993.png,withdrawal from space
infrastructure,not harmonious,question layout,negative,201312_114.3994517_22.718462399999993.png,question aesthetics
layout,order present,explore space,neutral,201312_114.3994517_22.718462399999993.png,exploring the neighborhood
buildings,less cohesive impression,avoidance of the area,negative,201312_114.4100365_22.6964255.png,feeling discontent
greenery,utilitarian feel,minimal engagement,negative,201312_114.4100365_22.6964255.png,lack of engagement
roads,somewhat organized layout,navigation through space,neutral,201312_114.4100365_22.6964255.png,navigate efficiently
pathways,informal and scattered,exploration,neutral,201312_114.4100365_22.6964255.png,moving freely
power lines,disordered impression,distraction,negative,201312_114.4100365_22.6964255.png,distraction from surroundings
debris,lack of order,difficult to navigate,negative,201312_114.4042881_22.7525312.png,frustration in navigation
structures,sense of disorganization,decreased engagement,negative,201312_114.4042881_22.7525312.png,disengagement from environment
road,organized environment,navigate effectively,positive,201312_114.4014968_22.718388399999995.png,predictable navigation
sidewalks,sense of order,walk comfortably,positive,201312_114.4014968_22.718388399999995.png,facilitated walking
landscaping,visual complexity,explore surroundings,negative,201312_114.4014968_22.718388399999995.png,exploring surroundings
streetlights,sense of safety,move at night,positive,201312_114.4014968_22.718388399999995.png,feel secure at night
signage,clarity of direction,follow paths,positive,201312_114.4014968_22.718388399999995.png,maintain distance from nature
roads,sense of order,easier navigation,positive,201312_114.40110214497871_22.75813869549027.png,facilitated travel
sidewalks,sense of organization,increased pedestrian activity,positive,201312_114.40110214497871_22.75813869549027.png,increased pedestrian traffic
buildings,predictable environment,enhanced comfort,positive,201312_114.40110214497871_22.75813869549027.png,increased comfort
streetlights,safety,encouraged nighttime use,positive,201312_114.40110214497871_22.75813869549027.png,move around at night
roads,degree of planned order,increased comfort,positive,201312_114.4025148_22.7138714.png,experience comfort
trees,sense of organization,encouraged use of space,positive,201312_114.4025148_22.7138714.png,boost foot traffic
terrain,disorganization,reduced engagement,negative,201312_114.4025148_22.7138714.png,reduced comfort
cranes,ongoing development,distracted attention,negative,201312_114.4025148_22.7138714.png,reduced focus
street,moderate coherence,navigate easily,neutral,201312_114.4140567_22.696117900000004.png,navigate with ease
buildings,somewhat disorganized,feel less inclined to explore,negative,201312_114.4140567_22.696117900000004.png,seeking balance
utility,lack of strong design,question layout,negative,201312_114.4140567_22.696117900000004.png,question aesthetics
road,clear structure,move confidently,positive,201312_114.4140567_22.696117900000004.png,confident walking
street,good degree of coherence,navigate confidently,positive,201312_114.4138687_22.6339508.png,confident driving
road,orderly environment,move safely,positive,201312_114.4138687_22.6339508.png,adhere to protocols
buildings,structured arrangement,engage with surroundings,positive,201312_114.4138687_22.6339508.png,engagement with surroundings
trees,sense of integrated design,enjoy nature,positive,201312_114.4138687_22.6339508.png,partake in outdoor recreation
landscaping,functional order,relax and unwind,positive,201312_114.4138687_22.6339508.png,enjoy the scenery
roads,sense of organization,navigate efficiently,positive,201312_114.412929_22.6364274.png,facilitating navigation
sidewalks,safety awareness,cross streets confidently,positive,201312_114.412929_22.6364274.png,confidence in movement
buildings,familiarity,engage with environment,positive,201312_114.412929_22.6364274.png,engage with space
traffic signals,control,follow traffic rules,positive,201312_114.412929_22.6364274.png,obey traffic rules
pedestrian crossings,security,walk safely,positive,201312_114.412929_22.6364274.png,crossing roads safely
highway,good degree of coherence,sense of order,positive,201312_114.4102507_22.647543199999994.png,greater appreciation
lanes,clear organization,ease of navigation,positive,201312_114.4102507_22.647543199999994.png,confidence in navigation
markings,predictable arrangement,enhanced safety,positive,201312_114.4102507_22.647543199999994.png,enhanced safety
natural elements,logical arrangement,visual comfort,positive,201312_114.4102507_22.647543199999994.png,comfort in orientation
guardrails,sense of security,encouragement to use space,positive,201312_114.4102507_22.647543199999994.png,enhance social interaction
streetlights,enhanced visibility,increased usage at night,positive,201312_114.4102507_22.647543199999994.png,promotes nighttime activity
road,high degree of order,easily understandable navigation,positive,201312_114.4191801_22.642567800000002.png,easy navigation
sidewalk,well-defined space,encourages walking,positive,201312_114.4191801_22.642567800000002.png,encourages walking
landscaping,aesthetic appeal,promotes relaxation,positive,201312_114.4191801_22.642567800000002.png,promote tranquility
buildings,organized environment,facilitates social interaction,positive,201312_114.4191801_22.642567800000002.png,enjoy the environment
lamps,sense of safety,encourages nighttime activity,positive,201312_114.4191801_22.642567800000002.png,encourages nighttime activity
signs,clear guidance,reduces confusion,positive,201312_114.4191801_22.642567800000002.png,encouragement to relax
street,organized layout,navigate easily,positive,201312_114.4226865_22.63003519999999.png,navigate with ease
trees,planned design,enjoy outdoor space,positive,201312_114.4226865_22.63003519999999.png,sense of calm
construction,visual disarray,avoid areas,negative,201312_114.4226865_22.63003519999999.png,withdrawal from space
wires,disruption of view,feel unsettled,negative,201312_114.4226865_22.63003519999999.png,discomfort in spaces
buildings,discernible structure,find way,positive,201312_114.4226865_22.63003519999999.png,navigate pathways
roads,sense of order,navigation,positive,201312_114.42792634826039_22.627361865481564.png,logical navigation
sidewalks,functional infrastructure,walking,positive,201312_114.42792634826039_22.627361865481564.png,move through space
buildings,planned layout,utilization,positive,201312_114.42792634826039_22.627361865481564.png,effective use of space
road,sense of order,navigate effectively,positive,201312_114.4314124_22.5944781.png,predictable navigation
vegetation,enhanced harmony,appreciate nature,positive,201312_114.4314124_22.5944781.png,appreciate beauty
litter,visual disarray,avoid area,negative,201312_114.4314124_22.5944781.png,hesitation to use space
pipe,disruption of order,question aesthetics,negative,201312_114.4314124_22.5944781.png,ease in understanding
rock,natural integration,explore surroundings,positive,201312_114.4314124_22.5944781.png,exploring surroundings
road,lack of order,difficulty navigating,negative,201312_114.4391976_22.585810399999996.png,lack of coherent organization
advertisements,disjointedness,distraction,negative,201312_114.4391976_22.585810399999996.png,distraction from surroundings
fences,confusion,hesitation to explore,negative,201312_114.4391976_22.585810399999996.png,hesitation to proceed
vegetation,lack of cohesion,disengagement,negative,201312_114.4391976_22.585810399999996.png,lack of engagement
markings,some elements of order,navigate safely,positive,201312_114.4500566_22.596177499999992.png,cross the street safely
construction,disrupted scene,avoid areas,negative,201312_114.4500566_22.596177499999992.png,withdrawal from space
barriers,difficult to perceive order,hesitate to proceed,negative,201312_114.4500566_22.596177499999992.png,cautiousness
ground,uneven surface,move cautiously,negative,201312_114.4500566_22.596177499999992.png,proceed with caution
road,disjointed space,lack of engagement,negative,201312_114.4491001_22.6303715.png,disinterest in interaction
wall,man-made barrier,restricted movement,negative,201312_114.4491001_22.6303715.png,safe walking
greenery,not seamlessly integrated,limited connection,negative,201312_114.4491001_22.6303715.png,lower engagement
road,moderate sense of coherence,navigate effectively,positive,201312_114.45393190000001_22.576957399999998.png,predictable navigation
trees,sense of order,enhance relaxation,positive,201312_114.45393190000001_22.576957399999998.png,relax and unwind
slopes,understandable layout,encourage exploration,positive,201312_114.45393190000001_22.576957399999998.png,facilitate navigation
greenery,predictability,promote comfort,positive,201312_114.45393190000001_22.576957399999998.png,encourages relaxation
road,sense of order,easy navigation,positive,201312_114.44753853438388_22.59878176472855.png,navigate with ease
guardrails,feeling of safety,increased comfort,positive,201312_114.44753853438388_22.59878176472855.png,experience comfort
vegetation,visual clarity,enhanced appreciation,positive,201312_114.44753853438388_22.59878176472855.png,enjoy the surroundings
hills,natural harmony,promotes relaxation,positive,201312_114.44753853438388_22.59878176472855.png,promote tranquility
trees,sense of coherence,encourages exploration,positive,201312_114.44753853438388_22.59878176472855.png,explore further
road,organized environment,navigate safely,positive,201312_114.454187_22.573039099999995.png,cross the street safely
trees,natural comfort,enjoy surroundings,positive,201312_114.454187_22.573039099999995.png,attraction to nature
buildings,urban familiarity,engage with space,positive,201312_114.454187_22.573039099999995.png,recognize surroundings
crossings,sense of security,cross safely,positive,201312_114.454187_22.573039099999995.png,move along
signs,clarity of direction,follow guidance,positive,201312_114.454187_22.573039099999995.png,follow designated paths
highway,sense of order,understand space organization,positive,201312_114.46222082344174_22.597519112938247.png,awareness of layout
lanes,sense of order,navigate easily,positive,201312_114.46222082344174_22.597519112938247.png,navigate with ease
markings,sense of order,follow directions,positive,201312_114.46222082344174_22.597519112938247.png,obey traffic rules
guardrails,sense of safety,drive confidently,positive,201312_114.46222082344174_22.597519112938247.png,confident driving
streetlights,sense of security,travel at night,positive,201312_114.46222082344174_22.597519112938247.png,greater usage
