spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
traffic,sense of danger,cautious movement,negative,201709_113.92267140000001_22.5469096.png,cautious behavior
parking,limited exploration,restricted movement,negative,201709_113.9286848_22.584965899999997.png,diminished engagement
trees,constrained impression,reduced engagement,negative,201709_113.9286848_22.584965899999997.png,disinterest in exploration
vehicles,limited possibilities,minimal exploration,negative,201709_113.9286848_22.584965899999997.png,limited exploration
road,moderate feeling of exploration,limited exploration,negative,201709_113.943607_22.5605947.png,limited exploration
buildings,restricted sense of freedom,avoidance of exploration,negative,201709_113.943607_22.5605947.png,discourage exploration
green spaces,controlled environment,hesitation to explore,negative,201709_113.943607_22.5605947.png,exploratory hesitation
intersection,sense of freedom,movement and exploration,positive,201709_113.9344939_22.552632599999995.png,exploration of environment
buildings,urban environment,accommodation of exploration,positive,201709_113.9344939_22.552632599999995.png,promotes interaction
avenues,ample space,exploration in various directions,positive,201709_113.9344939_22.552632599999995.png,discover new areas
trees,natural comfort,encouragement to linger,positive,201709_113.9344939_22.552632599999995.png,reluctance to explore
intersection,sense of exploration,exploring different paths,positive,201709_113.9470346_22.558947799999995.png,guides navigation
buildings,urban context awareness,further exploration,positive,201709_113.9470346_22.558947799999995.png,exploration of environment
trees,connection to nature,enhanced urban experience,positive,201709_113.9470346_22.558947799999995.png,exploring surroundings
road,sense of spaciousness,room for movement,positive,201709_113.943488_22.554994399999995.png,encourages movement
greenery,potential for discovery,exploration,positive,201709_113.943488_22.554994399999995.png,exploration
buildings,sense of distance,further exploration,neutral,201709_113.943488_22.554994399999995.png,exploration of environment
pathways,reasonable scope for exploration,movement through space,positive,201709_113.95156346258041_22.570739627221727.png,navigate space
trees,sense of possibility,exploration beyond immediate vicinity,positive,201709_113.95156346258041_22.570739627221727.png,exploration possibilities
green areas,inviting environment,engagement with nature,positive,201709_113.95156346258041_22.570739627221727.png,encourages movement
buildings,contextual awareness,further discovery,positive,201709_113.95156346258041_22.570739627221727.png,exploration within boundaries
horizon,expansive view,curiosity to explore,positive,201709_113.95156346258041_22.570739627221727.png,promotes curiosity
buildings,restricted exploration,limited movement,negative,201709_113.95331802863919_22.58585880092765.png,diminished engagement
road,constrained discovery,hesitant navigation,negative,201709_113.95331802863919_22.58585880092765.png,cautious engagement
sidewalks,narrow pathways,cautious walking,negative,201709_113.95331802863919_22.58585880092765.png,cautious behavior
road,sense of openness,venture in various directions,positive,201709_113.9604736_22.548620099999997.png,traverse multiple directions
path,potential for movement,exploration,positive,201709_113.9604736_22.548620099999997.png,exploration
areas,visual depth,move freely,positive,201709_113.9604736_22.548620099999997.png,navigate through pathways
road,sense of openness,exploration,positive,201709_113.9630448_22.5664261.png,exploration
trees,feeling of space,enjoyment of environment,positive,201709_113.9630448_22.5664261.png,enhances enjoyment of space
buildings,constrained exploration,limited movement,negative,201709_113.9639129_22.534823.png,diminished engagement
traffic,stress and urgency,hasty navigation,negative,201709_113.9639129_22.534823.png,navigate carefully
pedestrian areas,crowdedness,avoidance of congestion,negative,201709_113.9639129_22.534823.png,restricts venturing
road,moderate sense of potential exploration,suggests movement,positive,201709_113.96211397355088_22.531719062555634.png,suggests movement
green,constrained view,limits exploration,negative,201709_113.96211397355088_22.531719062555634.png,limit mobility
buildings,defined surroundings,creates boundaries,negative,201709_113.96211397355088_22.531719062555634.png,restrict active movement
street,sense of openness,exploration,positive,201709_113.964093_22.5445477.png,exploration
intersection,possibilities for movement,discovery,positive,201709_113.964093_22.5445477.png,exploration of environment
shops,invitation to explore,visiting,positive,201709_113.964093_22.5445477.png,discovering areas
buildings,urban boundaries,navigation,neutral,201709_113.964093_22.5445477.png,navigating through spaces
buildings,moderate restriction,limited exploration,negative,201709_113.9686703_22.543817999999998.png,limited exploration
trees,framed view,focused exploration,neutral,201709_113.9686703_22.543817999999998.png,directed behavior
roads,defined pathways,directed movement,positive,201709_113.9686703_22.543817999999998.png,designated navigation
sidewalks,structured environment,safe navigation,positive,201709_113.9686703_22.543817999999998.png,move cautiously
urban grid,implied limits,restricted exploration,negative,201709_113.9686703_22.543817999999998.png,reduction of movement
intersection,good sense of scope,exploration,positive,201709_113.9776927_22.553499299999995.png,exploration
roads,feeling of movement,exploration in various directions,positive,201709_113.9776927_22.553499299999995.png,discover new areas
buildings,larger area to explore,potential exploration,positive,201709_113.9776927_22.553499299999995.png,encourages movement
layout,open feeling,movement,positive,201709_113.9776927_22.553499299999995.png,unrestricted movement
street,good amount of space,exploration,positive,201709_113.9781461_22.5620735.png,exploration
buildings,potential for exploration,movement,positive,201709_113.9781461_22.5620735.png,unrestricted movement
roads,sufficient breadth,perceived movement,positive,201709_113.9781461_22.5620735.png,facilitated movement
highway,limited exploration,restricted movement,negative,201709_113.9787782_22.5597536.png,diminished engagement
buildings,defined boundaries,constrained navigation,negative,201709_113.9787782_22.5597536.png,cautious navigation
infrastructure,lack of vastness,minimal exploration,negative,201709_113.9787782_22.5597536.png,limited exploration
intersection,limited scope,focused movement,negative,201709_113.9787782_22.5597536.png,focused movement
rock,constrained environment,limited exploration,negative,201709_113.9925216_22.550671499999996.png,limited exploration
buildings,confined feeling,restricted movement,negative,201709_113.9925216_22.550671499999996.png,diminished engagement
vehicles,sense of limitation,avoidance of open space,negative,201709_113.9925216_22.550671499999996.png,lack of interaction
vegetation,lack of openness,disinterest in exploration,negative,201709_113.9925216_22.550671499999996.png,limited interaction
buildings,sense of urbanity,exploration,positive,201709_113.9942723_22.596048899999996.png,exploration
roads,openness,movement,positive,201709_113.9942723_22.596048899999996.png,unrestricted movement
sky,freedom,exploration,positive,201709_113.9942723_22.596048899999996.png,exploration
pathway,accessibility,walking,positive,201709_113.9942723_22.596048899999996.png,unrestricted movement
road,sense of exploration,encourages travel,positive,201709_113.9946018_22.6585788.png,enhances exploration
buildings,feeling of spaciousness,promotes movement,positive,201709_113.9946018_22.6585788.png,promotes walking
network,perceived movement,invites exploration,positive,201709_113.9946018_22.6585788.png,exploring areas
roads,sense of scale,exploration,positive,201709_113.9991206_22.600464199999998.png,exploration
buildings,modernity,movement,positive,201709_113.9991206_22.600464199999998.png,unrestricted movement
areas,openness,exploration,positive,201709_113.9991206_22.600464199999998.png,exploration
pathways,freedom of movement,navigating space,positive,201709_113.9991206_22.600464199999998.png,walking
vistas,visual appeal,enjoyment,positive,201709_113.9991206_22.600464199999998.png,engagement with nature
buildings,limited exploration,restricted movement,negative,201709_114.0022694_22.6728742.png,diminished engagement
road,sense of confinement,hesitation to explore,negative,201709_114.0022694_22.6728742.png,exploratory hesitation
street,sense of openness,exploration,positive,201709_113.9994241_22.667688899999998.png,exploration
buildings,sense of enclosure,limited exploration,negative,201709_113.9994241_22.667688899999998.png,limited exploration
road,feeling of breadth,discovering new areas,positive,201709_113.9994241_22.667688899999998.png,exploration of environment
horizons,possibility of new perspectives,exploration,positive,201709_113.9994241_22.667688899999998.png,exploration
road,potential for exploration,explore the area,positive,201709_114.0003338_22.6503552.png,willingness to explore
buildings,sense of scale,navigate through space,neutral,201709_114.0003338_22.6503552.png,explore nearby
barriers,limited freedom of movement,hesitate to explore,negative,201709_114.0003338_22.6503552.png,reluctance to navigate
traffic,restricted exploration,avoid certain areas,negative,201709_114.0003338_22.6503552.png,constrained movement
street,moderate sense of scope,move cautiously,neutral,201709_114.0003338_22.6503552.png,ease of navigation
intersection,sense of openness,movement exploration,positive,201709_114.0030111_22.661061899999993.png,invites exploration
streets,sense of navigation,discovering directions,positive,201709_114.0030111_22.661061899999993.png,exploring diverse environments
lanes,sense of potential,navigating space,positive,201709_114.0030111_22.661061899999993.png,walking
crosswalks,sense of safety,crossing streets,positive,201709_114.0030111_22.661061899999993.png,cautious behavior
pathways,sense of exploration,moving about,positive,201709_114.0030111_22.661061899999993.png,increased activity
street,sense of enclosure,limited exploration,negative,201709_114.0018234_22.667901699999994.png,limited exploration
buildings,feeling of confinement,restricted movement,negative,201709_114.0018234_22.667901699999994.png,diminished engagement
traffic,heightened anxiety,avoidance behavior,negative,201709_114.0018234_22.667901699999994.png,avoidance of venturing
urban density,overwhelmed feeling,hesitation to explore,negative,201709_114.0018234_22.667901699999994.png,exploratory hesitation
road,restricted exploration,avoidance of movement,negative,201709_114.003588_22.6409441.png,avoidance of boundaries
barriers,constrained discovery,hesitation to wander,negative,201709_114.003588_22.6409441.png,reluctance to advance
buildings,distant possibilities,curiosity about surroundings,neutral,201709_114.003588_22.6409441.png,increased curiosity
road,sense of openness,navigating in various directions,positive,201709_114.0047235_22.638701700000006.png,crossing the street
sidewalks,opportunities for movement,exploration,positive,201709_114.0047235_22.638701700000006.png,exploration
intersections,broad urban area,movement choices,positive,201709_114.0047235_22.638701700000006.png,willingness to explore
fences,sense of enclosure,restricted movement,negative,201709_114.0096115_22.600753299999997.png,diminished engagement
barriers,feeling of limitation,avoidance of exploration,negative,201709_114.0096115_22.600753299999997.png,discourage exploration
road,illusion of openness,attempt to explore,neutral,201709_114.0096115_22.600753299999997.png,promotes interaction
path,restricted scope for exploration,avoid exploration,negative,201709_114.00860371507362_22.636517955219855.png,prevents exploration
zone,confined impression,hesitate to enter,negative,201709_114.00860371507362_22.636517955219855.png,reluctance to advance
buildings,sense of urban expanse,limited exploration,negative,201709_114.01594280000002_22.643162600000004.png,limited exploration
traffic,constrained movement,hesitation to explore,negative,201709_114.01594280000002_22.643162600000004.png,exploratory hesitation
sidewalks,defined boundaries,cautious navigation,neutral,201709_114.01594280000002_22.643162600000004.png,careful navigation
roads,moderate scope for movement,exploration within limits,neutral,201709_114.01594280000002_22.643162600000004.png,explore various paths
road,sense of spaciousness,movement and exploration,positive,201709_114.0144989_22.623911299999996.png,exploration of environment
greenery,feeling of openness,exploration,positive,201709_114.0144989_22.623911299999996.png,exploration
trees,feeling of being in a substantial area,engagement with the environment,positive,201709_114.0144989_22.623911299999996.png,engages with environment
fences,limited exploration options,hesitation to explore,negative,201709_114.0144989_22.623911299999996.png,exploratory hesitation
buildings,somewhat enclosed,limited exploration,negative,201709_114.0148822_22.677448899999998.png,limited exploration
streets,possibilities for movement,encouraged movement,positive,201709_114.0148822_22.677448899999998.png,incentivizes exploration
sidewalks,suggests movement,walking,positive,201709_114.0148822_22.677448899999998.png,unrestricted movement
urban infrastructure,limited openness,restricted exploration,negative,201709_114.0148822_22.677448899999998.png,reduction of movement
cars,constrained view,limited exploration,negative,201709_114.0188499_22.534879299999993.png,limited exploration
buildings,sense of confinement,restricted movement,negative,201709_114.0188499_22.534879299999993.png,diminished engagement
road,urban density,navigating pathways,neutral,201709_114.0188499_22.534879299999993.png,following path
pathways,opportunity for movement,exploration,positive,201709_114.0188499_22.534879299999993.png,exploration
street,limited exploration,hesitation to explore,negative,201709_114.0172955_22.634768700000002.png,exploratory hesitation
buildings,urban confinement,restricted movement,negative,201709_114.0172955_22.634768700000002.png,diminished engagement
roads,traffic focus,avoidance of exploration,negative,201709_114.0172955_22.634768700000002.png,discourage exploration
road,feeling of confinement,limited exploration,negative,201709_114.0203571_22.6226998.png,limited exploration
buildings,sense of restriction,avoidance of movement,negative,201709_114.0203571_22.6226998.png,avoidance of boundaries
traffic,stress and anxiety,hesitation to engage,negative,201709_114.0203571_22.6226998.png,reluctance to navigate
barriers,feeling of blockage,inhibition of exploration,negative,201709_114.0203571_22.6226998.png,avoid venturing
roads,sense of exploration,encourages movement,positive,201709_114.0218923_22.6305483.png,promotes interaction
intersections,feeling of possibility,promotes decision-making,positive,201709_114.0218923_22.6305483.png,create boundaries
paths,enhanced openness,facilitates walking and cycling,positive,201709_114.0218923_22.6305483.png,movement within environment
street,good sense of scope for exploration,movement and discovery,positive,201709_114.022449_22.621005399999994.png,exploration of environment
buildings,feeling of openness,freedom to explore,positive,201709_114.022449_22.621005399999994.png,freedom to navigate
pathways,enhanced feeling of openness,exploration,positive,201709_114.022449_22.621005399999994.png,exploration
crossing points,sense of safety,crossing the area,positive,201709_114.022449_22.621005399999994.png,exploring surroundings
intersection,sense of exploration,encourages movement,positive,201709_114.0226351_22.605973099999996.png,promotes interaction
roads,feeling of openness,invites navigation,positive,201709_114.0226351_22.605973099999996.png,encourages exploration
buildings,urban awareness,promotes curiosity,positive,201709_114.0226351_22.605973099999996.png,promotes interaction
path,suggests direction for exploration,encourages exploration,positive,201709_114.0226949_22.681729199999996.png,promotes interaction
vegetation,implies openness,invites engagement,positive,201709_114.0226949_22.681729199999996.png,enjoyment of nature
foliage,suggests boundaries,limits exploration,negative,201709_114.0226949_22.681729199999996.png,limit mobility
structures,indicates confinement,restricts movement,negative,201709_114.0226949_22.681729199999996.png,constrained movement
buildings,limited possibilities,imagine walking,negative,201709_114.0228811_22.535650599999997.png,exploration awareness
roads,clear boundaries,restricted exploration,negative,201709_114.0228811_22.535650599999997.png,reduction of movement
sidewalks,lack of freedom,hesitation to explore,negative,201709_114.0228811_22.535650599999997.png,exploratory hesitation
street,ample space for movement,exploration,positive,201709_114.0241351_22.6258048.png,exploration
buildings,sense of potential,discovery,positive,201709_114.0241351_22.6258048.png,exploration of environment
urban expanse,openness,movement,positive,201709_114.0241351_22.6258048.png,unrestricted movement
trees,sense of depth,movement,positive,201709_114.02527420514076_22.68702748641247.png,unrestricted movement
buildings,imposed boundaries,restricted exploration,negative,201709_114.02527420514076_22.68702748641247.png,reduction of movement
cars,limited openness,hesitation to explore,negative,201709_114.02527420514076_22.68702748641247.png,exploratory hesitation
sidewalks,some space for movement,walking,neutral,201709_114.02527420514076_22.68702748641247.png,unrestricted movement
street,clear path for movement,exploration,positive,201709_114.0316089_22.621808699999995.png,exploration
sidewalks,sense of space,movement,positive,201709_114.0316089_22.621808699999995.png,unrestricted movement
buildings,limited exploration,hesitation,negative,201709_114.0316089_22.621808699999995.png,hesitation
buildings,limited view,restricted movement,negative,201709_114.0255544_22.524026400000004.png,diminished engagement
traffic,perceived boundaries,hesitation to explore,negative,201709_114.0255544_22.524026400000004.png,exploratory hesitation
intersection,not expansive,avoidance of exploration,negative,201709_114.0255544_22.524026400000004.png,discourage exploration
street,constrained exploration,limited movement,negative,201709_114.03296708878203_22.60399336922657.png,diminished engagement
barriers,feeling trapped,avoidance of area,negative,201709_114.03296708878203_22.60399336922657.png,avoidance of venturing
buildings,overwhelmed,withdrawal from space,negative,201709_114.03296708878203_22.60399336922657.png,avoidance of venturing
buildings,limited sense of space,restricted movement,negative,201709_114.0326601_22.6185074.png,diminished engagement
traffic,constrained environment,hesitation to explore,negative,201709_114.0326601_22.6185074.png,exploratory hesitation
sidewalks,lack of openness,avoidance of exploration,negative,201709_114.0326601_22.6185074.png,discourage exploration
intersection,moderate exploration,movement,neutral,201709_114.0302705_22.5593357.png,unrestricted movement
buildings,urban context,engagement with surroundings,positive,201709_114.0302705_22.5593357.png,encourages movement
roads,clarity of pathways,navigation,positive,201709_114.0302705_22.5593357.png,navigating through spaces
pedestrian pathways,freedom of movement,walking,positive,201709_114.0302705_22.5593357.png,unrestricted movement
trees,sense of spaciousness,exploration,positive,201709_114.0333185_22.7434467.png,exploration
road,potential for exploration,movement,positive,201709_114.0333185_22.7434467.png,unrestricted movement
fencing,limited freedom,hesitation,negative,201709_114.0333185_22.7434467.png,hesitation
entrance,controlled access,restricted movement,negative,201709_114.0333185_22.7434467.png,diminished engagement
canal,sense of openness,exploration,positive,201709_114.03547770766902_22.743490906000194.png,exploration
greenery,sense of discovery,movement,positive,201709_114.03547770766902_22.743490906000194.png,unrestricted movement
roads,sense of direction,navigation,positive,201709_114.03547770766902_22.743490906000194.png,navigating through spaces
trees,sense of exploration,encouraged to explore,positive,201709_114.0360691_22.637340599999998.png,incentivizes exploration
road,restricted movement,hesitation to explore,negative,201709_114.0360691_22.637340599999998.png,exploratory hesitation
residences,sense of privacy,limited exploration,neutral,201709_114.0360691_22.637340599999998.png,limited exploration
sidewalks,limited freedom,restricted exploration,negative,201709_114.03886620000002_22.64132529999999.png,reduction of movement
barriers,sense of confinement,avoidance of movement,negative,201709_114.03886620000002_22.64132529999999.png,avoidance of boundaries
roads,defined boundaries,constrained navigation,negative,201709_114.03886620000002_22.64132529999999.png,cautious navigation
buildings,contained feeling,limited exploration,negative,201709_114.0364159_22.5548991.png,limited exploration
roads,restricted movement,hesitation to explore,negative,201709_114.0364159_22.5548991.png,exploratory hesitation
greenery,slight openness,encouraged exploration,positive,201709_114.0364159_22.5548991.png,exploring areas
traffic,stressful environment,avoidance of movement,negative,201709_114.0364159_22.5548991.png,avoidance of boundaries
cars,crowded space,hesitation to navigate,negative,201709_114.0364159_22.5548991.png,reluctance to advance
street,limited exploration,restricted movement,negative,201709_114.0379865_22.5205156.png,diminished engagement
buildings,constrained feeling,hesitant navigation,negative,201709_114.0379865_22.5205156.png,cautious engagement
road,defined boundaries,following paths,neutral,201709_114.0379865_22.5205156.png,designated movement
buildings,limited exploration,cautious movement,negative,201709_114.0414485_22.640062199999996.png,cautious behavior
fences,restricted freedom,hesitant navigation,negative,201709_114.0414485_22.640062199999996.png,cautious engagement
traffic,awareness of constraints,careful crossing,neutral,201709_114.0414485_22.640062199999996.png,ease of navigation
street,sense of freedom,explore the area,positive,201709_114.04279492847324_22.729973014590012.png,willingness to explore
buildings,feeling of enclosure,navigate through the space,neutral,201709_114.04279492847324_22.729973014590012.png,urban exploration
traffic,awareness of activity,remain alert,neutral,201709_114.04279492847324_22.729973014590012.png,navigational caution
road,openness,move freely,positive,201709_114.04279492847324_22.729973014590012.png,navigate through pathways
barriers,limited exploration,avoidance of areas,negative,201709_114.0445919_22.649543399999995.png,avoidance of venturing
buildings,confinement,reduced movement,negative,201709_114.0445919_22.649543399999995.png,diminished engagement
road,restricted access,hesitation to explore,negative,201709_114.0445919_22.649543399999995.png,exploratory hesitation
intersection,decision fatigue,staying in place,negative,201709_114.0445919_22.649543399999995.png,diminished engagement
infrastructure,urban constraint,limited engagement,negative,201709_114.0445919_22.649543399999995.png,mild engagement with surroundings
trees,potential for exploration,encourages wandering,positive,201709_114.0451014_22.5753133.png,freedom to wander
paths,guidance in movement,promotes navigation,positive,201709_114.0451014_22.5753133.png,encourages movement
barriers,limited exploration,restricts movement,negative,201709_114.0451014_22.5753133.png,constrained movement
road,defined boundaries,creates awareness of limits,neutral,201709_114.0451014_22.5753133.png,inspires curiosity
roads,potential for movement,exploration,positive,201709_114.04211849208629_22.727871304056496.png,exploration
fences,limited feeling of exploration,hesitation to explore,negative,201709_114.04211849208629_22.727871304056496.png,exploratory hesitation
spaces,functional zone,restricted discovery,negative,201709_114.04211849208629_22.727871304056496.png,limited access
boundaries,controlled environment,constrained movement,negative,201709_114.04211849208629_22.727871304056496.png,diminished engagement
road,sense of openness,exploration,positive,201709_114.0452431_22.553932899999992.png,exploration
sidewalks,comfort in movement,walking,positive,201709_114.0452431_22.553932899999992.png,unrestricted movement
grassy areas,invitation to relax,resting,positive,201709_114.0452431_22.553932899999992.png,limited movement
buildings,sense of confinement,limited exploration,negative,201709_114.0455486602847_22.522770585720306.png,limited exploration
street,lack of vastness,restricted movement,negative,201709_114.0455486602847_22.522770585720306.png,diminished engagement
street,sense of exploration,increased movement,positive,201709_114.0457645_22.5104295.png,movement facilitation
gardens,calming effect,encouragement to linger,positive,201709_114.0457645_22.5104295.png,reluctance to explore
buildings,feeling of confinement,hesitation to explore,negative,201709_114.0457645_22.5104295.png,exploratory hesitation
bicycles,sense of activity,increased engagement,positive,201709_114.0457645_22.5104295.png,enhances environment
roundabout,invitation to navigate,exploration of pathways,positive,201709_114.0457645_22.5104295.png,willingness to explore
roads,sense of freedom,exploration,positive,201709_114.04611174452_22.516619027471318.png,exploration
sidewalks,ample room for movement,walking,positive,201709_114.04611174452_22.516619027471318.png,unrestricted movement
paths,variety of choices,navigating,positive,201709_114.04611174452_22.516619027471318.png,navigating through spaces
vistas,openness,exploring,positive,201709_114.04611174452_22.516619027471318.png,exploration of environment
trees,natural comfort,relaxing,positive,201709_114.04611174452_22.516619027471318.png,appreciation of space
buildings,sense of space,moving freely,positive,201709_114.04611174452_22.516619027471318.png,unrestricted movement
roads,sense of freedom,exploration,positive,201709_114.05014913221994_22.603617836913898.png,exploration
buildings,opportunity for discovery,movement,positive,201709_114.05014913221994_22.603617836913898.png,unrestricted movement
intersection,sense of spaciousness,opportunities for exploration,positive,201709_114.0523622_22.661118499999997.png,potential for discovery
infrastructure,feels expansive,movement and discovery,positive,201709_114.0523622_22.661118499999997.png,exploration of environment
greenery,sense of openness,encouragement to explore,positive,201709_114.0523622_22.661118499999997.png,promotes interaction
streets,sense of exploration,freely moving about,positive,201709_114.0533998_22.528414399999996.png,encourages movement
traffic,perceived limitations,restricted movement,negative,201709_114.0533998_22.528414399999996.png,diminished engagement
intersection,sense of movement,exploring the area,positive,201709_114.05507060000001_22.611604299999993.png,exploring areas
buildings,feeling of urbanity,navigating through the city,positive,201709_114.05507060000001_22.611604299999993.png,navigating
traffic,awareness of activity,crossing the street,neutral,201709_114.05507060000001_22.611604299999993.png,exploring surroundings
buildings,constrained environment,limited exploration,negative,201709_114.0569058_22.528170200000005.png,limited exploration
cars,restricted movement,hesitation to navigate,negative,201709_114.0569058_22.528170200000005.png,reluctance to advance
road,bounded space,cautious movement,negative,201709_114.0569058_22.528170200000005.png,cautious behavior
sidewalks,defined pathways,directed walking,neutral,201709_114.0569058_22.528170200000005.png,exploring pathways
infrastructure,urban density,limited exploration,negative,201709_114.0569058_22.528170200000005.png,limited exploration
street,limited exploration,restricted movement,negative,201709_114.0502404_22.601815099999996.png,diminished engagement
cars,constrained environment,avoidance of exploration,negative,201709_114.0502404_22.601815099999996.png,discourage exploration
sidewalk,narrow pathways,cautious navigation,negative,201709_114.0502404_22.601815099999996.png,careful navigation
density,lack of openness,minimal discovery,negative,201709_114.0502404_22.601815099999996.png,decreased exploration
road,sense of scope,move along the road,positive,201709_114.0552036_22.686124699999997.png,movement about and discovering
greenery,potential for exploration,explore areas,positive,201709_114.0552036_22.686124699999997.png,willingness to explore
power lines,boundaries and limitations,restricted movement,negative,201709_114.0552036_22.686124699999997.png,diminished engagement
environment,lack of boundless possibilities,hesitation to explore,negative,201709_114.0552036_22.686124699999997.png,exploratory hesitation
buildings,contained environment,limited exploration,negative,201709_114.0569178_22.626651600000002.png,limited exploration
road,lack of vastness,restricted movement,negative,201709_114.0569178_22.626651600000002.png,diminished engagement
street,limited exploration,restricted movement,negative,201709_114.0588246_22.621622000000002.png,diminished engagement
buildings,constrained freedom,hesitation to explore,negative,201709_114.0588246_22.621622000000002.png,exploratory hesitation
traffic,sense of danger,avoidance of crossing,negative,201709_114.0588246_22.621622000000002.png,reluctance to advance
sidewalks,narrow pathways,limited walking options,negative,201709_114.0588246_22.621622000000002.png,reluctance to stray
buildings,limited exploration,restricted movement,negative,201709_114.0592641_22.6360472.png,diminished engagement
street,constrained view,hesitation to explore,negative,201709_114.0592641_22.6360472.png,exploratory hesitation
buildings,limited freedom,restricted exploration,negative,201709_114.06019570199695_22.61155481335208.png,reduction of movement
walls,confinement,hesitation to move,negative,201709_114.06019570199695_22.61155481335208.png,exploratory hesitation
cars,urban density,navigating through traffic,neutral,201709_114.06019570199695_22.61155481335208.png,ease of navigation
roads,directional guidance,planning routes,positive,201709_114.06019570199695_22.61155481335208.png,explore various paths
street,constrained exploration,limited exploration,negative,201709_114.0604228_22.633323999999995.png,limited exploration
buildings,constrained view,limited engagement,negative,201709_114.0604228_22.633323999999995.png,mild engagement with surroundings
construction,disrupted environment,avoidance of area,negative,201709_114.0604228_22.633323999999995.png,avoidance of venturing
pathway,sense of exploration,move about,positive,201709_114.0616625_22.682752000000004.png,increased activity
buildings,feeling of structure,discover different aspects,positive,201709_114.0616625_22.682752000000004.png,promotes wandering
open spaces,sense of freedom,explore environment,positive,201709_114.0616625_22.682752000000004.png,engagement with urban space
street,opportunity for movement,navigate surroundings,positive,201709_114.0616625_22.682752000000004.png,exploring further
trees,sense of exploration,encourages wandering,positive,201709_114.0612517_22.7125737.png,freedom to wander
buildings,feeling of confinement,limits exploration,negative,201709_114.0612517_22.7125737.png,limit mobility
street,path leading onward,invites movement,positive,201709_114.0612517_22.7125737.png,encourages movement
street,sense of exploration,movement and discovery,positive,201709_114.06117760000001_22.6566647.png,exploration of environment
shops,curiosity,visiting establishments,positive,201709_114.06117760000001_22.6566647.png,discovering areas
road,possibilities for travel,further exploration,positive,201709_114.06117760000001_22.6566647.png,exploration of environment
trees,feeling of open exploration,extended walks or rides,positive,201709_114.06294860000001_22.614748.png,increased freedom
road,impression of a continuous path,movement and exploration,positive,201709_114.06294860000001_22.614748.png,exploration of environment
green areas,sense of tranquility,encouragement to explore,positive,201709_114.06294860000001_22.614748.png,promotes interaction
intersection,sense of scope,opportunity for exploration,positive,201709_114.0627305_22.6549398.png,altered routes
sidewalks,sense of safety,encouragement to walk,positive,201709_114.0627305_22.6549398.png,encourages movement and discovery
buildings,urban engagement,interaction with environment,positive,201709_114.0627305_22.6549398.png,exploring surroundings
roadway,sense of ample space,movement,positive,201709_114.06331743553174_22.670580236507305.png,unrestricted movement
sidewalks,sense of potential exploration,freedom to move,positive,201709_114.06331743553174_22.670580236507305.png,desire for freedom
sky,feeling of openness,exploration,positive,201709_114.06331743553174_22.670580236507305.png,exploration
zone,sense of freedom,exploration,positive,201709_114.0683385_22.697980400000002.png,exploration
road,feeling of openness,movement,positive,201709_114.0683385_22.697980400000002.png,unrestricted movement
buildings,urban context,navigation,neutral,201709_114.0683385_22.697980400000002.png,navigating through spaces
street,limited exploration,move along,negative,201709_114.06861678573122_22.721309304140785.png,move cautiously
shops,observational interest,observe,neutral,201709_114.06861678573122_22.721309304140785.png,observe visually
buildings,constrained environment,stay within boundaries,negative,201709_114.06861678573122_22.721309304140785.png,maintaining limits
road,clear boundaries,restrict movement,negative,201709_114.06861678573122_22.721309304140785.png,lack of freedom
sidewalks,defined path,navigate carefully,neutral,201709_114.06861678573122_22.721309304140785.png,ease of navigation
properties,lack of openness,avoid trespassing,negative,201709_114.06861678573122_22.721309304140785.png,discouragement from exploration
road,opportunity for exploration,exploring the area,positive,201709_114.0703004_22.575922800000004.png,exploring areas
hillside,sense of adventure,ascending the stairs,positive,201709_114.0703004_22.575922800000004.png,movement within environment
greenery,curiosity about nature,discovering natural areas,positive,201709_114.0703004_22.575922800000004.png,exploration of green spaces
street,limited exploration,walking,negative,201709_114.0696131_22.72285939999999.png,unrestricted movement
buildings,defined boundaries,restricted movement,negative,201709_114.0696131_22.72285939999999.png,diminished engagement
road,lack of vastness,hesitation to explore,negative,201709_114.0696131_22.72285939999999.png,exploratory hesitation
intersection,sense of potential,movement and exploration,positive,201709_114.0707516_22.619814200000004.png,exploration of environment
roads,freedom of movement,navigating space,positive,201709_114.0707516_22.619814200000004.png,walking
buildings,urban familiarity,engaging with surroundings,positive,201709_114.0707516_22.619814200000004.png,exploring further
trees,sense of breadth,exploration,positive,201709_114.0715639_22.5858708.png,exploration
buildings,limited perception,restricted movement,negative,201709_114.0715639_22.5858708.png,diminished engagement
barriers,sense of confinement,hesitation to explore,negative,201709_114.0715639_22.5858708.png,exploratory hesitation
pathway,sense of exploration,encourages wandering,positive,201709_114.0756785_22.621517099999995.png,freedom to wander
bridge,openness to new experiences,invites crossing,positive,201709_114.0756785_22.621517099999995.png,fosters community engagement
terrain,variety and intrigue,promotes discovery,positive,201709_114.0756785_22.621517099999995.png,encourages exploration
road,sense of openness,movement along the path,positive,201709_114.0759565_22.641131100000003.png,walking along the sidewalk
sky,feeling of expansiveness,visual exploration,positive,201709_114.0759565_22.641131100000003.png,engage with urban infrastructure
greenery,moderate sense of scope,exploration of directions,positive,201709_114.0759565_22.641131100000003.png,willingness to explore
hills,sense of openness,visual exploration,positive,201709_114.0759565_22.641131100000003.png,engage with urban infrastructure
